t,posx,posy,posz,vx,vy,vz,Rx,Ry,ox,oy,finx,finy,finz,thx,thy,thz,aero_x,aero_y,aero_z,at_x,at_y,at_z
39.10431197168453,15.749143974751641,-38.17936497144736,292.38308168509576,-13.052444409160874,26.528944152234985,-140.60189707734858,0.1065816055291172,0.09952130498817197,0.08599553690431766,-0.023140960689217227,-0.011726466705124929,0.0,-0.03227764039121252,0.030841919978196186,0.08652564865002565,0.5443296749881794,-3705.250940371432,-14332.995502815247,2686.1241372115246,-137989.14459408118,51493.30303653834,0.0
39.12272656119507,15.509524944178686,-37.69074649240297,289.79726658274507,-12.97239328102352,26.539394955459766,-140.24341489206122,0.10816436957451228,0.09908182995653635,0.08584277483858405,-0.02456684158460617,-0.01746680328701192,0.0,-0.03422816251527112,0.032358847245784084,0.08506881360928209,0.5372434916147819,-3812.3697257128642,-14593.98979388678,2908.019255861082,-142363.62191335805,53450.30142471593,0.0
39.14114115070561,15.271384179144166,-37.20195150784865,287.21798848027237,-12.891887064803917,26.5480917764464,-139.89186014867744,0.10974389501900332,0.09861625872419597,0.0856918233074027,-0.025992646433001025,-0.02321089208408604,0.0,-0.03620403790484536,0.03387577451337198,0.08361197856853853,0.5301573082413853,-3916.995013110636,-14855.135699115812,3139.5197236654553,-146709.65655343863,55392.65439409629,0.0
39.15955574021614,15.034727812160968,-36.712999069306846,284.6450771459364,-12.81105061051771,26.555705300752546,-139.54939491155213,0.11132080987207119,0.09812432160800794,0.08561227698418938,-0.027452152781577567,-0.028956244404598673,0.0,-0.03819990700770137,0.03539270178095966,0.08215514352779496,0.5230711248679887,-4019.375678625175,-15117.062593589751,3380.530370696618,-151032.9442490461,57322.64168569706,0.0
39.17797032972668,14.799562801345479,-36.22391217530463,282.0783777798023,-12.729842223110776,26.562018864939358,-139.2152063635556,0.11289575979942239,0.0976057471011956,0.08556831817546831,-0.028928299648686366,-0.034703244487684554,0.0,-0.04021637478104618,0.036909629048547776,0.08069830848705117,0.5159849414945903,-4119.53074486795,-15379.62311436345,3631.005675354022,-155332.65126136297,59240.11623984817,0.0
39.19638491923722,14.565898107122363,-35.73472617025357,279.5177769640261,-12.64815017497796,26.566420558111997,-138.88717909975273,0.11446850241760463,0.09706067123689875,0.08548681653395925,-0.030385926734761357,-0.04045250992462819,0.0,-0.042253963995117064,0.038426556316135674,0.07924147344630783,0.5088987581211937,-4217.384663220897,-15642.357020889282,3890.9116979215705,-159604.6380588213,61143.62004620263,0.0
39.21479950874775,14.333744054009308,-35.2454852695409,276.96319076602606,-12.565870813001897,26.568318055309792,-138.5632885699325,0.11603807408047888,0.09648957046692556,0.08530501436266018,-0.03179493104046656,-0.0511937393938588,0.0,-0.04431274972926018,0.03994348358372357,0.07778463840556427,0.5018125747477962,-4312.871408805128,-15904.84094103672,4160.202365728229,-163844.50773355816,63031.52203470085,0.0
39.233214098258294,14.10311233061716,-34.75624255952983,274.41456473848416,-12.482908558553088,26.56713861750625,-138.24160107860854,0.11760278987921814,0.0958932616617529,0.08497052661484725,-0.03313026686669505,-0.0650248213519934,0.0,-0.04639236117960642,0.04146041085131169,0.07632780336482048,0.49472639137439867,-4405.934953029061,-16166.686774418416,4438.817192342774,-168047.64317729324,64902.036972408765,0.0
39.25162868776883,13.874015989650088,-34.26705999755991,271.8718739193481,-12.399175907489946,26.562329091609012,-137.92027378501908,0.11916024364230667,0.09527290211052673,0.08444134089407503,-0.03437194581456808,-0.07857490856271743,0.0,-0.04849198375202574,0.042977338118899366,0.07487096832407691,0.48764020800100116,-4496.529664563785,-16427.540088598475,4726.678969211987,-172209.2459473345,66753.2451377422,0.0
39.27004327727936,13.646469447905277,-33.77800841194633,269.33512283182756,-12.31459343015868,26.553355910459906,-137.5975547031266,0.1207073079355418,0.09462998952106134,0.08368581745417605,-0.035505036785436914,-0.08327783888284351,0.0,-0.047703130960316635,0.04356342679431796,0.07050105569170739,0.49527361929913205,-4372.7287000886345,-16400.613799316743,4753.922429641163,-172797.8300284229,65230.001794505544,0.0
39.288457866789905,13.420488486273085,-33.289167501980316,266.80434548439615,-12.229089771393369,26.539705092834925,-137.27178270161812,0.12224013406203303,0.09396636201983978,0.08268268919926108,-0.03651966598088181,-0.08694392522774592,0.0,-0.046610158120050246,0.04404608895949519,0.06580746777137758,0.5045425411163249,-4225.499610193114,-16340.830974415137,4753.051755461558,-172977.07295685317,63342.7473008643,0.0
39.30687245630044,13.196090249737164,-32.80062583792934,264.27960537079286,-12.142601650515987,26.520882243444227,-136.94138750390533,0.12375415206220114,0.0932841981520141,0.08142106168371935,-0.037411016902711425,-0.09053095274382439,0.0,-0.04553408422915214,0.04452875112467236,0.0611138798510491,0.5138114629335151,-4078.541188316956,-16279.885989556944,4753.635859732298,-173136.90234632813,61464.61233256091,0.0
39.32528704581098,12.97329324737422,-32.31248086103661,261.7609954700193,-12.05507386133633,26.496412552932124,-136.6048896881242,0.1252440707137798,0.09258601688140482,0.07990041311221832,-0.038179330352964225,-0.09403565929766178,0.0,-0.04447236449255183,0.04501141328984953,0.05642029193072062,0.5230803847507053,-3931.903044034072,-16217.67221652475,4755.64094523967,-173273.90533539068,59594.75761361544,0.0
39.343701635321516,12.752117352354091,-31.82483888352127,259.2486382463402,-11.966459272152036,26.46584079787709,-136.26090068713506,0.12670387753181514,0.09187467759050097,0.07813059433970267,-0.03882990443390761,-0.09745518577509121,0.0,-0.04342201215989031,0.04549407545502682,0.05172670401039081,0.5323493065678973,-3785.6656257123705,-16154.135981097977,4759.024097432234,-173384.91367832365,57732.58375213893,0.0
39.36211622483206,12.53258380193996,-31.337815088578832,256.7426856492865,-11.876718825748666,26.4287313407918,-135.90812278852314,0.12812683876866415,0.09115338008046096,0.07613182887139737,-0.03937309454803774,-0.10078724252844197,0.0,-0.04237959887072937,0.04597673762020399,0.04703311609006233,0.5416182283850874,-3639.937958701109,-16089.273171852024,4763.733571818304,-173467.00174088232,55877.71679977979,0.0
39.380530814342585,12.314714341521515,-30.851532771522944,254.24331265881744,-11.785858731146867,26.38495324096487,-135.5462069643184,0.12950585424531352,0.09042547120018578,0.07396130379614813,-0.03983664361986692,-0.10402926802051088,0.0,-0.04134115442981783,0.04645939978538116,0.04233952816973385,0.5508871502022776,-3494.912109921805,-16023.360637397534,4769.712031672419,-173519.81602063286,54030.71343843331,0.0
39.398945403853126,12.098528773373518,-30.366114653561116,251.75068340683154,-11.693918705083078,26.33469269661027,-135.17571703681563,0.1308391423621287,0.08969174115349776,0.07165532583863043,-0.040238076019591174,-0.10717905096375865,0.0,-0.04030546204584654,0.046942061950558445,0.03764594024940404,0.5601560720194705,-3350.6890941190068,-15956.636452309056,4777.315648538125,-173544.43099482884,52192.745932437705,0.0
39.41735999336366,11.88404636547293,-29.88168121250453,249.2649555024297,-11.600910669524515,26.27796044798913,-134.796658503455,0.1321271940968192,0.08895191025792826,0.06920799002924179,-0.040575004655220064,-0.11023534786306913,0.0,-0.0392728237352415,0.04742472411573562,0.03295235232907556,0.5694249938366607,-3207.0414650330017,-15889.13030646992,4789.353968097854,-173538.45643636902,50364.30400170072,0.0
39.435774582874195,11.671286231777694,-29.398352471279452,246.78628654666818,-11.506847731750886,26.214766240278504,-134.40903562092242,0.13336992651790752,0.08820596561226418,0.06661907807682656,-0.04084771508397183,-0.11319673494075091,0.0,-0.03824321827257367,0.04790738628091279,0.028258764408747084,0.5786939156538509,-3064.358534199773,-15820.705052009991,4802.407130929099,-173503.77992091817,48546.21240869011,0.0
39.45418917238474,11.460267332008653,-28.916247998764636,244.31483413341968,-11.411744218637917,26.145119062259226,-134.01285213993296,0.1345666816123779,0.08745416163275545,0.06389409584083258,-0.04105918307539599,-0.11606175799330709,0.0,-0.0372214123165675,0.04839004844609007,0.023565176488417272,0.5879628374710428,-2922.7094791096392,-15751.348855095192,4816.4113579136065,-173440.07813955058,46739.1153996501,0.0
39.47260376189527,11.251008471649692,-28.435486909791674,241.8507558493747,-11.31561567665739,26.069027146315925,-133.60811130523106,0.1357162262856753,0.08669702005311551,0.06104427333131334,-0.041215074611373255,-0.11882909435553614,0.0,-0.03620307793401403,0.04887271061126719,0.018871588568088793,0.5972317592882339,-2782.1735699490823,-15681.078143619314,4831.299342142899,-173347.11466426542,44943.66344434825,0.0
39.49101835140581,11.04352830194745,-27.956187865144344,239.3942092740383,-11.21847887187704,25.986497968436957,-133.19481585559018,0.13681675236170732,0.08593532992452028,0.058086564708924114,-0.04132374588611583,-0.12149772657436383,0.0,-0.03518573453293472,0.04935537277644436,0.014178000647760314,0.6065006811054241,-2642.8393161911576,-15609.935451772086,4847.00045442269,-173224.73358653332,43160.51180348052,0.0
39.50943294091635,10.837845319911466,-27.4784690715589,236.94535197973187,-11.120351789960589,25.89753824821443,-132.77296802381287,0.137865876582843,0.0851701476156087,0.05504364828492367,-0.04139624330616716,-0.12406712864744246,0.0,-0.0341680615602258,0.049838034941621645,0.009484412727430502,0.6157696029226161,-2504.803626166606,-15537.987308251333,4863.440959840475,-173072.85361715656,41390.319268803156,0.0
39.52784753042688,10.633977868314343,-27.00244828172451,234.50434153159483,-11.02125363616786,25.802153948844303,-132.34256953673113,0.1388606406099122,0.08440279681248332,0.05194392652117724,-0.04144630349040216,-0.12653746583739733,0.0,-0.03314841244570258,0.05032069710679882,0.004790824807102023,0.6250385247398063,-2368.1709873878494,-15465.322184043065,4880.5442421591415,-172891.462697856,39633.74709604147,0.0
39.546262119937424,10.43194413569138,-26.52824279428237,232.07133548758065,-10.921204835354576,25.700350277126198,-131.90362161520582,0.1397975110222076,0.08363486851870892,0.04882152603015001,-0.041490353270026724,-0.1289098092473944,0.0,-0.03212481408359377,0.05080335927197599,9.723688677354403e-5,0.6343074465569964,-2233.0526769850076,-15392.04851951226,4898.23103262268,-172680.6131924657,37891.4581566883,0.0
39.564676709447966,10.231762156340858,-26.055969453826354,229.64649139845986,-10.820227031972506,25.592131683463542,-131.45612497412705,0.14067237931748294,0.08286822105531365,0.04571629757491309,-0.041547509688578614,-0.13118636653968205,0.0,-0.031094966262243246,0.05128602143715327,-0.004596351033556267,0.6435763683741893,-2099.566012954604,-15318.292854029789,4916.419639719976,-172440.41774109958,36164.11633977221,0.0
39.5830912989585,10.033448897107451,-25.585746094871105,227.22996674435183,-10.718334525547254,25.47751521518693,-131.0000786501233,0.1414856176511859,0.08210257468543244,0.042623050012466475,-0.04161557667554099,-0.13336796855268787,0.0,-0.03005916046632436,0.051768683602330445,-0.009289938953884747,0.6528452901913795,-1967.7407580408158,-15243.9517249199,4935.0397071407215,-172170.42581022126,34452.284656619,0.0
39.601505888469035,9.837020364561761,-25.117691602871123,224.82191886061685,-10.615535203585317,25.356536659623842,-130.53547731020979,0.14224136305009882,0.08133586806982847,0.03949929357738952,-0.04167459745843435,-0.1354531008202614,0.0,-0.029019848454606305,0.05225134576750762,-0.013983526874213226,0.6621142120085697,-1837.539081957683,-15168.746079362212,4954.02769818726,-171869.76291846985,32756.447821486494,0.0
39.61992047797957,9.64249307666832,-24.65192322531949,222.4225052166631,-10.511844453184695,25.229224644016597,-130.06231446575413,0.14293932030686066,0.08056815138286075,0.03634723510119966,-0.04172570493784656,-0.13744219007145986,0.0,-0.0279769172802283,0.05273400793268479,-0.01867711479454215,0.6713831338257599,-1709.0064830977153,-15092.620622609154,4973.305519423819,-171538.13666375258,31077.17710820067,0.0
39.63833506749011,9.44988327552407,-24.18855758314217,220.03188346219477,-10.407277849526247,25.095607267793145,-129.5805831449834,0.14357915267819674,0.07979948811564071,0.03316933867927583,-0.041770185971327665,-0.13933577716815104,0.0,-0.026930235210954553,0.05321667009786207,-0.023370702714871516,0.6806520556429518,-1582.1881776708892,-15015.521280230047,4992.793680156998,-171175.27633527835,29415.038579038268,0.0
39.656749657000645,9.259206925157075,-23.727710673947016,217.65021142715764,-10.301851135299417,24.955712129251566,-129.09027589209566,0.14416049412500895,0.07902994924183895,0.029968202368322216,-0.04180942315656217,-0.14113452278686517,0.0,-0.025879658734663597,0.05369933226303919,-0.02806429063520044,0.689920977460142,-1457.128829039509,-14937.394624786333,5012.4114005826805,-170780.93144133015,27770.592624694385,0.0
39.67516424651118,9.070479711526277,-23.26949787202312,215.27764712173584,-10.19558022070209,24.809566325559835,-128.59138476725946,0.1446829493123765,0.07825961321768424,0.026746558186364035,-0.041844894831369106,-0.1428392190484064,0.0,-0.02482503248056516,0.05418199442821636,-0.03275787855552892,0.6991898992773331,-1333.8725061111904,-14858.187913220272,5032.076693096753,-170354.87175882419,26144.393752667514,0.0
39.69357883602172,8.883717042521607,-22.814033928341143,212.91434873635342,-10.088481183440662,24.65719645275598,-128.08390134661406,0.14514609360955535,0.077488565981964,0.02350727211274955,-0.04187817507370196,-0.14445080116103154,0.0,-0.023766189136263133,0.054664656593393646,-0.037451466475858286,0.7084588210945251,-1212.462642004395,-14777.849127173127,5051.706451262565,-169896.88737372405,24536.99037290422,0.0
