mach,aoa1,aoa2,f1,f2,f3,f4,vx,vy,vz,fx,fy,fz,tx,ty,tz
0.5,0.00019952623149688788,0.0,0.0,0.0,0.0,0.0,177.4028472889634,0.0006177858452636249,0.0,-2.7836341772795796,0.18145870179814422,0.7965402235216794,-0.0027971915280446957,-9.851749314066831,2.2869166471370317
0.5,0.00025118864315095795,0.0,0.0,0.0,0.0,0.0,177.40284728833421,0.0007777462996481973,0.0,-2.7836343544923734,0.18126538905644557,0.7965370799177462,-0.0027699828735103793,-9.851912438767622,2.284605575793136
0.5,0.00031622776601683794,0.0,0.0,0.0,0.0,0.0,177.40284728733707,0.0009791245805541623,0.0,-2.783634738403495,0.1810175383369536,0.7965787431646855,-0.0027570902973432787,-9.852004967180989,2.2817328241577703
0.5,0.00039810717055349735,0.0,0.0,0.0,0.0,0.0,177.40284728575668,0.00123264481576828,0.0,-2.783635058845104,0.18071196032825895,0.7965874366548835,-0.0027645960753555077,-9.852216670450723,2.2780798768860615
0.5,0.0005011872336272725,0.0,0.0,0.0,0.0,0.0,177.40284728325196,0.0015518078822797244,0.0,-2.7836330652853816,0.1803019658072578,0.7965488899298439,-0.0027313652063822857,-9.851781850711077,2.273205281570611
0.5,0.000630957344480193,0.0,0.0,0.0,0.0,0.0,177.4028472792822,0.0019536103772098625,0.0,-2.783632565148878,0.1798007338784919,0.7965310962040905,-0.0027373132818730994,-9.851487154832686,2.267199641596785
0.5,0.0007943282347242813,0.0,0.0,0.0,0.0,0.0,177.40284727299058,0.00245944974858521,0.0,-2.783633174687517,0.17918884764997906,0.7965506320134956,-0.002733781743555541,-9.852045061101625,2.259875606505014
0.5,0.001,0.0,0.0,0.0,0.0,0.0,177.40284726301905,0.0030962637874666853,0.0,-2.7836316391804723,0.17839388185265098,0.7965489349553352,-0.002751169333781167,-9.851771326681861,2.2503680324274784
0.5,0.0012589254117941675,0.0,0.0,0.0,0.0,0.0,177.40284724721525,0.0038979651635441164,0.0,-2.783630806334141,0.17740612574641082,0.7965529971650785,-0.0027151185445533077,-9.852087054493047,2.238584524808082
0.5,0.001584893192461114,0.0,0.0,0.0,0.0,0.0,177.4028472221679,0.0049072473984431465,0.0,-2.7836303529141775,0.17615534950914755,0.7965701857663584,-0.002684570972824485,-9.851991738746502,2.2236945788301687
0.5,0.001995262314968879,0.0,0.0,0.0,0.0,0.0,177.4028471824705,0.006177858451400083,0.0,-2.7836292470904263,0.1745927500172852,0.7965693352064834,-0.0026932060239435174,-9.852257799614737,2.2049482408941388
0.5,0.0025118864315095794,0.0,0.0,0.0,0.0,0.0,177.4028471195544,0.007777462994015497,0.0,-2.783626172463614,0.172602945180476,0.7965454956466761,-0.002665029299252497,-9.851851581571669,2.1812337804320836
