liquidfuel,mass,lx11,lx12,lx13,lx21,lx22,lx23,lx31,lx32,lx33,ex,ey,ez
1852.0745849609375,30667.5390625,1.125907875e6,-227.85855102539062,0.7177367806434631,-227.85855102539062,12592.5849609375,149.70510864257812,0.717751681804657,149.70523071289062,1.125910125e6,-0.0011686199706772982,-8.286065246029178,0.0006767286673785844
1848.578369140625,30628.69140625,1.124715875e6,-228.3909912109375,0.6725117564201355,-228.39111328125,12576.31640625,149.12771606445312,0.6725043058395386,149.1276092529297,1.124718375e6,-0.0011750177436500309,-8.284687659625002,0.0006746070990938657
1845.082275390625,30589.84765625,1.12352425e6,-228.40249633789062,0.6178170442581177,-228.40255737304688,12560.0947265625,148.65863037109375,0.6178393959999084,148.65863037109375,1.123526875e6,-0.0011778195636020783,-8.28330560616681,0.0006731262117341819
1841.5859375,30551.0,1.122332125e6,-228.33042907714844,0.5677863955497742,-228.3303680419922,12543.869140625,148.65606689453125,0.5677863955497742,148.6558380126953,1.122334625e6,-0.0011789180400008092,-8.281920953752028,0.0006740538490221659
1838.08984375,30512.154296875,1.12113925e6,-228.63941955566406,0.532194972038269,-228.6393585205078,12527.671875,148.2520751953125,0.5321726202964783,148.25213623046875,1.121142125e6,-0.0011819952805049994,-8.280529407002039,0.0006718585633548602
1834.5936279296875,30473.306640625,1.119946625e6,-228.490478515625,0.5161017179489136,-228.49058532714844,12511.408203125,148.18466186523438,0.5161091685295105,148.18466186523438,1.1199495e6,-0.0011823035930733639,-8.279135794568958,0.0006731186562831115
1831.0975341796875,30434.4609375,1.118755375e6,-234.32737731933594,0.015988945960998535,-234.3274383544922,12496.044921875,140.31326293945312,0.015988945960998535,140.31326293945312,1.11875775e6,-0.0011979771975081377,-8.277742991681968,0.000645987080970245
1827.601318359375,30395.61328125,1.117564125e6,-229.57586669921875,-0.689193606376648,-229.5758056640625,12481.21875,146.49928283691406,-0.689186155796051,146.49951171875,1.117566625e6,-0.001180153266401085,-8.276346853615538,0.000670268843370736
1824.105224609375,30356.767578125,1.11637175e6,-224.02835083007812,-0.899776816368103,-224.02841186523438,12465.2724609375,153.15740966796875,-0.8997917175292969,153.1572265625,1.11637425e6,-0.0011642302783281266,-8.27494298730295,0.0006943747842624859
1820.6090087890625,30317.919921875,1.115178875e6,-227.36834716796875,-0.9617358446121216,-227.3685302734375,12449.06640625,148.76913452148438,-0.9617358446121216,148.76902770996094,1.115181625e6,-0.001174614421556086,-8.273536252197463,0.0006792006794060779
1817.1129150390625,30279.076171875,1.11398525e6,-227.468017578125,-0.9823814034461975,-227.46807861328125,12432.8369140625,148.318115234375,-0.9823814034461975,148.318115234375,1.113988e6,-0.0011725480453748105,-8.272121877431022,0.0006783855755963242
1813.61669921875,30240.23046875,1.112791125e6,-226.290283203125,-0.9925737977027893,-226.29034423828125,12416.529296875,149.95306396484375,-0.9925588965415955,149.9530029296875,1.11279375e6,-0.0011673267568257373,-8.270702621907091,0.0006867465915746107
1810.12060546875,30201.384765625,1.111597e6,-226.58079528808594,-1.0006725788116455,-226.5807342529297,12400.3115234375,149.1800537109375,-1.0006576776504517,149.179931640625,1.11159975e6,-0.0011693085777357837,-8.269280507291818,0.0006839157147990604
1806.624267578125,30162.53515625,1.110402125e6,-225.9805145263672,-1.0067671537399292,-225.98040771484375,12383.9345703125,149.62940979003906,-1.006774663925171,149.6293487548828,1.110404625e6,-0.0011657316789337457,-8.267853453734439,0.0006882647560465527
1803.128173828125,30123.689453125,1.1092075e6,-225.4011688232422,-1.0113193988800049,-225.4011688232422,12367.6416015625,149.67108154296875,-1.0113120079040527,149.67108154296875,1.109210375e6,-0.0011621062565732032,-8.266424668360827,0.0006888360389857018
1800.2147216796875,30091.318359375,1.108212875e6,-225.44479370117188,-1.0132863521575928,-225.44473266601562,12354.095703125,149.81520080566406,-1.0132715702056885,149.81520080566406,1.108215875e6,-0.001164018956140822,-8.265231766565465,0.0006900503727631235
1798.4666748046875,30071.89453125,1.10761575e6,-225.2480926513672,-1.0139495134353638,-225.24798583984375,12345.8896484375,149.8106689453125,-1.0139570236206055,149.8106689453125,1.1076185e6,-0.001163721205747592,-8.26451459634021,0.0006893771537319349
1794.970458984375,30033.046875,1.10642125e6,-225.10069274902344,-1.013718605041504,-225.10069274902344,12329.5947265625,150.00987243652344,-1.01374089717865,150.00987243652344,1.106424125e6,-0.001164041510478775,-8.263079301589892,0.0006910485489230733
1792.056884765625,30000.677734375,1.105426625e6,-224.9176483154297,-1.0126978158950806,-224.91741943359375,12315.978515625,149.9360809326172,-1.0126978158950806,149.93601989746094,1.10542925e6,-0.001164816097128707,-8.26188052159151,0.0006909294858171433
1789.72607421875,29974.779296875,1.1046305e6,-225.19058227539062,-1.0103583335876465,-225.19064331054688,12305.1396484375,149.88868713378906,-1.0103509426116943,149.8888702392578,1.104633e6,-0.0011681895035300371,-8.260920182477584,0.0006919536622137235
1785.647216796875,29929.458984375,1.103237125e6,-225.5116729736328,-1.007184386253357,-225.51161193847656,12286.1494140625,149.53512573242188,-1.007169485092163,149.53512573242188,1.10323975e6,-0.0011736437112048748,-8.259235229033091,0.0006903479187213013
1782.7337646484375,29897.0859375,1.10224175e6,-225.2911376953125,-1.0044723749160767,-225.291259765625,12272.498046875,149.84494018554688,-1.0044798851013184,149.84494018554688,1.102244625e6,-0.0011739788610611868,-8.258029016498414,0.000694442096170228
