aoa1,aoa2,mach,lin_x,lin_z,offs_x,offs_z
-15.0,-20.0,0.5,0.7563237253268001,0.8480086221478927,-0.4473429583270608,0.3363812216721866
-15.0,-15.0,0.5,0.7424367474801729,0.7652026328955372,-0.3290011954589267,0.33775526891262664
-15.0,-10.0,0.5,0.7430433264345099,0.7084448765934578,-0.22216959279190895,0.33658840913487137
-15.0,-5.0,0.5,0.7322186251573606,0.6770241159761787,-0.10717862043394118,0.3370913241067295
-15.0,0.0,0.5,0.7363856612700482,0.6646021298120088,2.1612497515010453e-6,0.3372158692870978
-15.0,5.0,0.5,0.7317539360512791,0.6705175977647964,0.10719846791361591,0.3369907432207877
-15.0,10.0,0.5,0.7424570778198855,0.6962988343388572,0.22217631071851818,0.33750216184559173
-15.0,15.0,0.5,0.7638370446373797,0.7431817729378782,0.33749750798815037,0.33765468018962225
-15.0,20.0,0.5,0.7545707994575108,0.7985397073089755,0.4474559339750415,0.3303756684505776
-15.0,25.0,0.5,0.7535838632391527,0.906578696404018,0.5561543805399322,0.32983981809789553
-10.0,-25.0,0.5,0.7033848345583508,0.9098035751178742,-0.5555808723391948,0.21723545458110413
-10.0,-20.0,0.5,0.6989375082373298,0.8268403306028395,-0.44745595487371637,0.2210284352808104
-10.0,-15.0,0.5,0.7097518778194765,0.7451275683019676,-0.3371233331458788,0.22162607678655447
-10.0,-10.0,0.5,0.6913514231356286,0.6915158975569038,-0.2221447097452306,0.22180047577809758
-10.0,-5.0,0.5,0.6823706168888557,0.6606347126433763,-0.10702822910140711,0.22185799676306742
-10.0,0.0,0.5,0.686692242254727,0.6483873040516697,1.0770769697507526e-6,0.22202408230079992
-10.0,5.0,0.5,0.6821823019927289,0.654296541030562,0.10704392148107873,0.22176764187751719
-10.0,10.0,0.5,0.6912448717819657,0.6787415027818301,0.2221477538397922,0.22200427473848644
-10.0,15.0,0.5,0.70997691784459,0.7130487687869579,0.33740550241157385,0.21760221348583775
-10.0,20.0,0.5,0.6986152154059176,0.7849176032303614,0.4476444519722733,0.21788623530977755
-10.0,25.0,0.5,0.6934808450501819,0.8913977863842902,0.5558525849386222,0.21777509196826958
-5.0,-25.0,0.5,0.6640407045956318,0.9110063469576719,-0.5554292795445123,0.10675823638973674
-5.0,-20.0,0.5,0.6663615034005883,0.8175145227951363,-0.44758596310553156,0.10696018649711397
-5.0,-15.0,0.5,0.6791815013260452,0.7365640902488397,-0.3370927922302328,0.10714845775173903
-5.0,-10.0,0.5,0.6627982611955032,0.6837024263266671,-0.2218993390455678,0.10680161472544678
-5.0,-5.0,0.5,0.6576114893133892,0.6558710714618559,-0.10834413611200008,0.10831363746681617
-5.0,0.0,0.5,0.658830167280175,0.6438308976884722,1.0273230494757083e-6,0.10831638627655803
-5.0,5.0,0.5,0.6578068702008226,0.6465631076774072,0.10834119841059363,0.10695279714273488
-5.0,10.0,0.5,0.6706834825003025,0.6711182384786007,0.22489561333859756,0.10678611553246967
-5.0,15.0,0.5,0.6795850291762289,0.7158657139090496,0.3371627234705613,0.10701645242834523
-5.0,20.0,0.5,0.6667532578448233,0.7866943924035354,0.44767932159752066,0.10711702506823098
-5.0,25.0,0.5,0.6587290153850983,0.8915684772022618,0.5554812975084864,0.10709884962188765
0.0,-25.0,0.5,0.6490139001509905,0.9142549053488866,-0.5552059169287756,-1.8790749267214781e-6
0.0,-20.0,0.5,0.656177279128717,0.8216491116114761,-0.44762893910701745,-1.8092293998177781e-6
0.0,-15.0,0.5,0.669539624185925,0.7412578494867385,-0.3370333915415258,-1.1751830079069487e-6
0.0,-10.0,0.5,0.653110104989001,0.6878959916711881,-0.22190106270531693,-2.1706454415574315e-6
0.0,-5.0,0.5,0.6486943642325111,0.6570921569217145,-0.10831534656421345,-2.752617361526619e-6
0.0,0.0,0.5,0.6622843545610125,0.6448614751577291,-1.446139590927302e-6,1.226428704846407e-6
0.0,5.0,0.5,0.64863433608593,0.6632116468163441,0.10837251561608148,3.2621185829435248e-6
0.0,10.0,0.5,0.6532861742526703,0.6749971878779388,0.22203187441803177,2.3061575225524306e-6
0.0,15.0,0.5,0.6698742140726647,0.704342612475446,0.33739294487537785,1.7831958931853754e-6
0.0,20.0,0.5,0.656910572356187,0.7742339187403157,0.4482027436001568,5.905193275839883e-7
0.0,25.0,0.5,0.6471268628955654,0.8948732401879,0.5550834867172649,1.2705248852961967e-6
5.0,-25.0,0.5,0.6568451754103913,0.9110766119024905,-0.5556457037028598,-0.10680804282478011
5.0,-20.0,0.5,0.666362231928441,0.8175148307276705,-0.44758815021980264,-0.10696124655098752
5.0,-15.0,0.5,0.6791821115855107,0.7365643783702973,-0.3370958891677624,-0.1071480540362736
5.0,-10.0,0.5,0.6627986713974942,0.6837027692817068,-0.22190142844457442,-0.10680152980389455
5.0,-5.0,0.5,0.6576118058042993,0.6558712462146299,-0.1083455175567163,-0.10831437767841995
5.0,0.0,0.5,0.6588304669646002,0.643831105036638,2.205485863033414e-6,-0.10831548953823936
5.0,5.0,0.5,0.6578071370292355,0.646563798905028,0.10834063432743742,-0.10695137137789615
5.0,10.0,0.5,0.6706810362403989,0.6711190186381136,0.22489343519296132,-0.10678652003377195
5.0,15.0,0.5,0.6795852277024711,0.715866912387228,0.337160367899273,-0.10701447737403802
5.0,20.0,0.5,0.6667533427749455,0.7866957452539065,0.4476774525268121,-0.10711709605192403
5.0,25.0,0.5,0.6587283002022738,0.8915697686447797,0.5554782378692892,-0.10709436251067432
10.0,-25.0,0.5,0.68783974364965,0.910602313801829,-0.5558825761657461,-0.2174380862947344
10.0,-20.0,0.5,0.6989395430167512,0.826841270770376,-0.44745714443744844,-0.22102962504122853
10.0,-15.0,0.5,0.7097536086417068,0.7451281581229046,-0.3371245717786103,-0.22162661755419452
10.0,-10.0,0.5,0.6913525999306722,0.6915164069245048,-0.22214508138681513,-0.2217999179534241
10.0,-5.0,0.5,0.682371262526721,0.6606352870491172,-0.10702704464079554,-0.2218594243463169
10.0,0.0,0.5,0.6865261767904287,0.6483887834399339,-2.1182648908151528e-7,-0.22205042533968422
10.0,5.0,0.5,0.6821832761150304,0.6542970257292227,0.10704511393887614,-0.22176508392404382
10.0,10.0,0.5,0.6912452201362229,0.6787419489063597,0.22214562990865355,-0.22200346779522365
10.0,15.0,0.5,0.7099770239203245,0.7130499167651492,0.337403068954561,-0.2176014488293346
10.0,20.0,0.5,0.6986150166182924,0.7849190364432289,0.4476422107556084,-0.21789334145997435
10.0,25.0,0.5,0.6934791604625786,0.8913984667537207,0.555849510348502,-0.2177710484227962
15.0,-25.0,0.5,0.7435548078972307,0.9432352588185332,-0.5561518431497156,-0.3346829072892674
15.0,-20.0,0.5,0.7563266837573652,0.8480124745877627,-0.44734561709585435,-0.3363815669132073
15.0,-15.0,0.5,0.7424377022987104,0.7652058317462663,-0.32900305850197437,-0.33775897778956043
15.0,-10.0,0.5,0.743044862046635,0.7084469196819733,-0.222177863477068,-0.3365900556229983
15.0,-5.0,0.5,0.7322196243545541,0.6770258842561476,-0.10718103117989984,-0.3370914558393148
15.0,0.0,0.5,0.7363868928859465,0.6646036898436981,5.9059572727362764e-9,-0.33721503281558585
15.0,5.0,0.5,0.7317556604176537,0.6705191457529069,0.10719662671877712,-0.3369879087280797
15.0,10.0,0.5,0.7424579973023497,0.6963001804866161,0.22217397353959448,-0.33750124325942904
15.0,15.0,0.5,0.763837338403072,0.743183308068434,0.3374956947000396,-0.3376525204159373
15.0,20.0,0.5,0.7545706529466374,0.7985416895291001,0.4474505247221573,-0.33037495770046826
15.0,25.0,0.5,0.7535831334765729,0.9065796402842413,0.5561496286727207,-0.3298353605310476
20.0,-25.0,0.5,0.8332357059394655,0.9029360774309227,-0.5563409664276505,-0.4435842096482977
20.0,-20.0,0.5,0.8450739833528912,0.8245047963510261,-0.44718775114427156,-0.44277510477274645
20.0,-15.0,0.5,0.8255373330843632,0.7399951167521661,-0.32948474806095956,-0.44305263802050865
20.0,-10.0,0.5,0.8222765744608382,0.6949261957133859,-0.22215793107333656,-0.44714751612773107
20.0,-5.0,0.5,0.8015485855039868,0.6637502776955626,-0.10897511512261629,-0.4476057593726924
20.0,0.0,0.5,0.7956658943873086,0.6519555803814376,2.1478618134085892e-7,-0.44813601764593936
20.0,5.0,0.5,0.8006693488007293,0.6573694780431703,0.10900005436391948,-0.4475098452623948
20.0,10.0,0.5,0.8206527829960695,0.6714930740382857,0.22221219302261647,-0.44293831122420796
20.0,15.0,0.5,0.8225238155449753,0.7203870756308043,0.329265580552303,-0.44390078748019146
20.0,20.0,0.5,0.8415240421849779,0.7977769611969164,0.44732819463244367,-0.4446823893825331
20.0,25.0,0.5,0.8464922174670694,0.9380762750868933,0.5560303553451328,-0.44542831603213406
25.0,-25.0,0.5,0.9618533320376117,0.9059827912442899,-0.555816431954125,-0.601270632121291
25.0,-20.0,0.5,0.9763003687769055,0.8242176113825765,-0.44728867890247453,-0.5997858295653407
25.0,-15.0,0.5,0.9423453894941961,0.7537473119584285,-0.33184378556145766,-0.5598373726118661
25.0,-10.0,0.5,0.9386158909466586,0.6889773246828571,-0.22216127010261402,-0.5561728872348477
25.0,-5.0,0.5,0.9216193374442416,0.6562238281752063,-0.10758446776387183,-0.5559333662474674
25.0,0.0,0.5,0.9246728039948576,0.642271412437831,-2.4224590791202533e-6,-0.5550775814635952
25.0,5.0,0.5,0.9204333387719877,0.650437764017673,0.10759466344738935,-0.5559619283836983
25.0,10.0,0.5,0.9359400346107737,0.677917143425121,0.22224876023693566,-0.5570773715532247
25.0,15.0,0.5,0.9312139189073814,0.7330656958309684,0.3301241931292122,-0.5601921192832512
25.0,20.0,0.5,0.9701928460119529,0.7740389359889116,0.44749100899659244,-0.5993927127386869
25.0,25.0,0.5,0.9829007605585609,0.887129506518645,0.555728143702128,-0.6015260324219932
-25.0,-25.0,0.7,1.0050744999706769,0.9164243906007027,-0.556012326631119,0.6006594148259461
-25.0,-20.0,0.7,0.9933960401826162,0.8327848687822876,-0.44737606580006994,0.59989490799539
-25.0,-15.0,0.7,0.9578838402659026,0.7546013929801398,-0.33183783646594367,0.5581747028510631
-25.0,-10.0,0.7,0.9539726464620835,0.6908571847863307,-0.22204605273053304,0.5562794478315811
-25.0,-5.0,0.7,0.9364493617352133,0.6550746780094547,-0.10768268146477834,0.5554814559477101
-25.0,0.0,0.7,0.9389842779786998,0.6419113350264115,2.1968679402230935e-6,0.5553016501193563
-25.0,5.0,0.7,0.9349538548383609,0.6495990857145059,0.10758569550802123,0.5559370043898815
-25.0,10.0,0.7,0.9508767707153322,0.6792264300272903,0.22224357418008642,0.5575178476378984
-25.0,15.0,0.7,0.9467841709629211,0.7367360559771133,0.3302298847420692,0.5606306921972706
-25.0,20.0,0.7,0.9868096220645641,0.7805509423882819,0.4476276036556155,0.5995144085804452
-25.0,25.0,0.7,1.0006683064400013,0.8987789820487594,0.5560340567860199,0.601824700137619
-20.0,-25.0,0.7,0.8831350246171499,0.9123927635166879,-0.5557977002874571,0.4428058756706606
-20.0,-20.0,0.7,0.8551828835192474,0.8557766631417676,-0.44700590272548696,0.4422447249118986
-20.0,-15.0,0.7,0.8351762241928922,0.7442216667739024,-0.32935153591393473,0.44298021962395756
-20.0,-10.0,0.7,0.8319320678906451,0.6967590725043638,-0.22215590522953854,0.4471460440019723
-20.0,-5.0,0.7,0.8104438399694764,0.6637722868224313,-0.10902023172398403,0.44780384291391934
-20.0,0.0,0.7,0.8047567592392155,0.6514867618063056,1.0126060193842321e-6,0.44813706395558744
-20.0,5.0,0.7,0.8095861734565658,0.657146189138702,0.10901991719255827,0.44752914599939914
-20.0,10.0,0.7,0.8300829159497956,0.6722753726963053,0.22221879027973787,0.4431312796510629
-20.0,15.0,0.7,0.8323877919821823,0.7228001221520586,0.3294196628648573,0.443590377263655
-20.0,20.0,0.7,0.8515048840255569,0.8031569348954635,0.4472690277448975,0.4442893451841442
-20.0,25.0,0.7,0.8580084151394499,0.8931941082596627,0.5560766886565696,0.4433053139574756
-15.0,-25.0,0.7,0.7771007411180814,0.9458331023015494,-0.5558763485907028,0.3316657255288947
-15.0,-20.0,0.7,0.7623841950125609,0.841940352161978,-0.4473459009006401,0.3317489585246312
-15.0,-15.0,0.7,0.7475492714398997,0.7690932217362627,-0.3288524261486552,0.33714925675580215
-15.0,-10.0,0.7,0.7483437952318572,0.7102552524589354,-0.22215842899823265,0.33672127677397323
-15.0,-5.0,0.7,0.7375415834543022,0.6770420327713261,-0.10722058746444552,0.33729059679728074
-15.0,0.0,0.7,0.7417415750777018,0.6641271288165603,2.1317798866553004e-6,0.3372158502658843
-15.0,5.0,0.7,0.7370922421188159,0.6702882623534039,0.10719840465249698,0.33699062009573744
-15.0,10.0,0.7,0.7476089231315892,0.6966169936778411,0.222161526012927,0.33733027560609613
-15.0,15.0,0.7,0.7467094241971397,0.7474087237988711,0.32892107779343804,0.33851723769592706
-15.0,20.0,0.7,0.7603145328883495,0.8052199427455056,0.44730870099225056,0.33059758643345116
-15.0,25.0,0.7,0.7599544171761716,0.91833213246753,0.5562651899320846,0.3299642790012933
-10.0,-25.0,0.7,0.7068439921206966,0.937932173642565,-0.5554784103657215,0.21545788848554628
-10.0,-20.0,0.7,0.7018147556917719,0.8350557091766291,-0.44760839559169696,0.22088834807640376
